Timestamp,EMG Value,massage_speed,massage_duration,relaxment_level
0.0010097026824951172,1549,4.0,30.0,0.0
0.013671159744262695,4095,4.0,30.0,0.0
0.023720979690551758,1378,4.0,30.0,0.0
0.03371691703796387,4095,4.0,30.0,0.0
0.04535222053527832,1309,4.0,30.0,0.0
0.051018476486206055,4095,4.0,30.0,0.0
0.06112313270568848,1277,4.0,30.0,0.0
0.07112431526184082,4095,4.0,30.0,0.0
0.08112382888793945,1233,4.0,30.0,0.0
0.0911250114440918,4095,4.0,30.0,0.0
0.10610818862915039,1311,4.0,30.0,0.0
0.11559414863586426,4095,4.0,30.0,0.0
0.1165928840637207,1360,4.0,30.0,0.0
0.12661957740783691,4095,4.0,30.0,0.0
0.1366255283355713,1319,4.0,30.0,0.0
0.14661884307861328,4095,4.0,30.0,0.0
0.15661954879760742,1372,4.0,30.0,0.0
0.16662001609802246,4095,4.0,30.0,0.0
0.1795639991760254,1488,4.0,30.0,0.0
0.18957090377807617,4095,4.0,30.0,0.0
0.1995711326599121,906,4.0,30.0,0.0
0.21613097190856934,4095,4.0,30.0,0.0
0.2261519432067871,831,4.0,30.0,0.0
0.23122382164001465,4095,4.0,30.0,0.0
0.24546504020690918,615,4.0,30.0,0.0
0.253481388092041,4095,4.0,30.0,0.0
0.2622997760772705,640,4.0,30.0,0.0
0.27231287956237793,4095,4.0,30.0,0.0
0.2794642448425293,1712,4.0,30.0,0.0
0.2894728183746338,4095,4.0,30.0,0.0
0.2994728088378906,1957,4.0,30.0,0.0
0.311906099319458,4095,4.0,30.0,0.0
0.32282257080078125,1817,4.0,30.0,0.0
0.3361043930053711,4095,4.0,30.0,0.0
0.3461174964904785,1793,4.0,30.0,0.0
0.35611677169799805,4095,4.0,30.0,0.0
0.36638450622558594,1808,4.0,30.0,0.0
0.36738038063049316,4095,4.0,30.0,0.0
0.3786282539367676,1844,4.0,30.0,0.0
0.3886415958404541,4095,4.0,30.0,0.0
0.39864182472229004,1379,4.0,30.0,0.0
0.4142613410949707,4095,4.0,30.0,0.0
0.42574262619018555,1534,4.0,30.0,0.0
0.4316978454589844,4095,4.0,30.0,0.0
0.4406144618988037,443,4.0,30.0,0.0
0.45574069023132324,4095,4.0,30.0,0.0
0.4634408950805664,859,4.0,30.0,0.0
0.4714498519897461,4095,4.0,30.0,0.0
0.47908735275268555,2887,4.0,30.0,0.0
0.48865413665771484,4095,4.0,30.0,0.0
0.49669337272644043,4095,4.0,30.0,0.0
0.5080406665802002,4095,4.0,30.0,0.0
0.5180568695068359,4095,4.0,30.0,0.0
0.5280568599700928,4095,4.0,30.0,0.0
0.5393557548522949,4095,4.0,30.0,0.0
0.549370288848877,4095,4.0,30.0,0.0
0.5648717880249023,4095,4.0,30.0,0.0
0.5683767795562744,4095,4.0,30.0,0.0
0.5783877372741699,4095,4.0,30.0,0.0
0.5883920192718506,4095,4.0,30.0,0.0
0.598388671875,4095,4.0,30.0,0.0
0.6083900928497314,4095,4.0,30.0,0.0
0.6183886528015137,4095,4.0,30.0,0.0
0.6283876895904541,4095,4.0,30.0,0.0
0.6459751129150391,4095,4.0,30.0,0.0
0.6563386917114258,4095,4.0,30.0,0.0
0.6633977890014648,4095,4.0,30.0,0.0
0.6736593246459961,4095,4.0,30.0,0.0
0.6861042976379395,4095,4.0,30.0,0.0
0.6900248527526855,4095,4.0,30.0,0.0
0.7053990364074707,4095,4.0,30.0,0.0
0.7131080627441406,4095,4.0,30.0,0.0
0.7197721004486084,4095,4.0,30.0,0.0
0.7284879684448242,4095,4.0,30.0,0.0
0.7452068328857422,4095,4.0,30.0,0.0
0.7514894008636475,4095,4.0,30.0,0.0
0.7659506797790527,4095,4.0,30.0,0.0
0.7759783267974854,4095,4.0,30.0,0.0
0.7861161231994629,4095,4.0,30.0,0.0
0.7965295314788818,4095,4.0,30.0,0.0
0.8049488067626953,4095,4.0,30.0,0.0
0.815711498260498,4095,4.0,30.0,0.0
0.8213465213775635,3992,4.0,30.0,0.0
0.8348426818847656,4095,4.0,30.0,0.0
0.8458578586578369,4095,4.0,30.0,0.0
0.8520123958587646,4095,4.0,30.0,0.0
0.8656060695648193,3671,4.0,30.0,0.0
0.874025821685791,4095,4.0,30.0,0.0
0.8858897686004639,2962,4.0,30.0,0.0
0.8961484432220459,4095,4.0,30.0,0.0
0.9039931297302246,2474,4.0,30.0,0.0
0.9155819416046143,4095,4.0,30.0,0.0
0.9212183952331543,4095,4.0,30.0,0.0
0.9366188049316406,4095,4.0,30.0,0.0
0.9453859329223633,4067,4.0,30.0,0.0
0.9537668228149414,4095,4.0,30.0,0.0
0.9663817882537842,4095,4.0,30.0,0.0
0.9687085151672363,4095,4.0,30.0,0.0
0.9861466884613037,4095,4.0,30.0,0.0
0.9961824417114258,4095,4.0,30.0,0.0
1.0039808750152588,4095,4.0,30.0,0.0
1.0153698921203613,4095,4.0,30.0,0.0
1.0257973670959473,4095,4.0,30.0,0.0
1.0358495712280273,4095,4.0,30.0,0.0
1.045931339263916,4095,4.0,30.0,0.0
1.0556321144104004,4095,4.0,30.0,0.0
1.0654995441436768,4095,4.0,30.0,0.0
1.069289207458496,4095,4.0,30.0,0.0
1.0857946872711182,4095,4.0,30.0,0.0
1.0957145690917969,4095,4.0,30.0,0.0
1.106416940689087,2122,4.0,30.0,0.0
1.1162972450256348,4095,4.0,30.0,0.0
1.12009859085083,4095,4.0,30.0,0.0
1.1310722827911377,4095,4.0,30.0,0.0
1.145197868347168,4095,4.0,30.0,0.0
1.1508440971374512,4095,4.0,30.0,0.0
1.1661040782928467,2190,4.0,30.0,0.0
1.1739635467529297,4095,4.0,30.0,0.0
1.1813018321990967,2430,4.0,30.0,0.0
1.1959974765777588,4095,4.0,30.0,0.0
1.2061045169830322,2949,4.0,30.0,0.0
1.2126052379608154,4095,4.0,30.0,0.0
1.2200605869293213,4095,4.0,30.0,0.0
1.2285289764404297,4095,4.0,30.0,0.0
1.2442810535430908,3767,4.0,30.0,0.0
1.250758171081543,4095,4.0,30.0,0.0
1.265782117843628,1958,4.0,30.0,0.0
1.2736918926239014,4095,4.0,30.0,0.0
1.2819819450378418,2993,4.0,30.0,0.0
1.2961885929107666,4095,4.0,30.0,0.0
1.3056375980377197,3671,4.0,30.0,0.0
1.3157520294189453,4095,4.0,30.0,0.0
1.3262739181518555,1837,4.0,30.0,0.0
1.329277515411377,4095,4.0,30.0,0.0
1.346235752105713,3028,4.0,30.0,0.0
1.3562867641448975,4095,4.0,30.0,0.0
1.3654382228851318,2197,4.0,30.0,0.0
1.373110055923462,4095,4.0,30.0,0.0
1.3817505836486816,1966,4.0,30.0,0.0
1.3962430953979492,4095,4.0,30.0,0.0
1.3972363471984863,1896,4.0,30.0,0.0
1.411614179611206,4095,4.0,30.0,0.0
1.425955057144165,889,4.0,30.0,0.0
1.4285168647766113,4095,4.0,30.0,0.0
1.4451994895935059,2009,4.0,30.0,0.0
1.4552159309387207,4095,4.0,30.0,0.0
1.4662704467773438,2455,4.0,30.0,0.0
1.476102590560913,4095,4.0,30.0,0.0
1.4855899810791016,3119,4.0,30.0,0.0
1.4963901042938232,4095,4.0,30.0,0.0
1.4973869323730469,3662,4.0,30.0,0.0
1.516404390335083,4095,4.0,30.0,0.0
1.5255966186523438,1796,4.0,30.0,0.0
1.536134958267212,4095,4.0,30.0,0.0
1.5456922054290771,3277,4.0,30.0,0.0
1.5564067363739014,4095,4.0,30.0,0.0
1.5653762817382812,2704,4.0,30.0,0.0
1.5761871337890625,4095,4.0,30.0,0.0
1.5857763290405273,1790,4.0,30.0,0.0
1.595285415649414,4095,4.0,30.0,0.0
1.605661392211914,1571,4.0,30.0,0.0
1.615445613861084,4095,4.0,30.0,0.0
1.6256630420684814,587,4.0,30.0,0.0
1.6358833312988281,4095,4.0,30.0,0.0
1.6457109451293945,1112,4.0,30.0,0.0
1.6560149192810059,4095,4.0,30.0,0.0
1.666224479675293,962,4.0,30.0,0.0
1.6762564182281494,4095,4.0,30.0,0.0
1.6858108043670654,1284,4.0,30.0,0.0
1.6945438385009766,4095,4.0,30.0,0.0
1.706402063369751,1712,4.0,30.0,0.0
1.7161333560943604,4095,4.0,30.0,0.0
1.7258751392364502,1616,4.0,30.0,0.0
1.735896110534668,4095,4.0,30.0,0.0
1.7460932731628418,848,4.0,30.0,0.0
1.7559192180633545,4095,4.0,30.0,0.0
1.7655174732208252,573,4.0,30.0,0.0
1.771345615386963,4095,4.0,30.0,0.0
1.786205768585205,1278,4.0,30.0,0.0
1.7960481643676758,4095,4.0,30.0,0.0
1.8050620555877686,3216,4.0,30.0,0.0
1.8157289028167725,4095,4.0,30.0,0.0
1.8247599601745605,4095,4.0,30.0,0.0
1.8326003551483154,4095,4.0,30.0,0.0
1.8457586765289307,4095,4.0,30.0,0.0
1.8492794036865234,4095,4.0,30.0,0.0
1.8662986755371094,943,4.0,30.0,0.0
1.8717758655548096,4095,4.0,30.0,0.0
1.886005163192749,853,4.0,30.0,0.0
1.8956925868988037,4095,4.0,30.0,0.0
1.9063832759857178,906,4.0,30.0,0.0
1.9117281436920166,4095,4.0,30.0,0.0
1.9260320663452148,369,4.0,30.0,0.0
1.937356948852539,4095,4.0,30.0,0.0
1.9461967945098877,975,4.0,30.0,0.0
