Timestamp,EMG Value,massage_speed,massage_duration,relaxment_level
0.000998259,1722,1,30,1
0.011031389,0,1,30,1
0.021040201,1883,1,30,1
0.031042099,0,1,30,1
0.042161942,1776,1,30,1
0.057243109,0,1,30,1
0.067250729,1712,1,30,1
0.067250729,0,1,30,1
0.078470707,1815,1,30,1
0.088514566,0,1,30,1
0.098517656,1831,1,30,1
0.108516693,0,1,30,1
0.118514776,1803,1,30,1
0.128514767,0,1,30,1
0.138514757,1678,1,30,1
0.148515224,0,1,30,1
0.158514738,1642,1,30,1
0.169783592,0,1,30,1
0.179827213,1658,1,30,1
0.189827919,0,1,30,1
0.205360413,2019,1,30,1
0.214947701,0,1,30,1
0.224951506,1702,1,30,1
0.232214451,0,1,30,1
0.240220547,1568,1,30,1
0.248864651,0,1,30,1
0.258906126,1543,1,30,1
0.268906832,0,1,30,1
0.278906345,1520,1,30,1
0.288907051,0,1,30,1
0.29890728,1586,1,30,1
0.308906078,0,1,30,1
0.318906307,1507,1,30,1
0.328906536,0,1,30,1
0.338906288,1578,1,30,1
0.355240822,1815,1,30,1
0.365244389,1590,1,30,1
0.376827955,2608,1,30,1
0.376827955,1544,1,30,1
0.386840582,2323,1,30,1
0.398180723,1499,1,30,1
0.408178568,1365,1,30,1
0.425692081,1520,1,30,1
0.433167458,1666,1,30,1
0.441194057,1358,1,30,1
0.448827982,1840,1,30,1
0.465492487,1478,1,30,1
0.46935153,1395,1,30,1
0.482036591,1376,1,30,1
0.493211031,1755,1,30,1
0.503217459,1467,1,30,1
0.514445543,2032,1,30,1
0.524457216,1417,1,30,1
0.534457207,2545,1,30,1
0.544458389,1486,1,30,1
0.554457188,667,1,30,1
0.565888166,1441,1,30,1
0.575894356,0,1,30,1
0.585891485,1393,1,30,1
0.595891714,0,1,30,1
0.605892658,1382,1,30,1
0.615903854,2251,1,30,1
0.625900507,1358,1,30,1
0.625900507,2543,1,30,1
0.645928621,1319,1,30,1
0.652993679,2265,1,30,1
0.665266275,1314,1,30,1
0.672996998,611,1,30,1
0.682118416,1406,1,30,1
0.688467741,720,1,30,1
0.705782175,1434,1,30,1
0.715885639,1216,1,30,1
0.719156265,1255,1,30,1
0.734433651,245,1,30,1
0.744440794,1082,1,30,1
0.755959749,2283,1,30,1
0.765963078,1685,1,30,1
0.772868395,300,1,30,1
0.782909393,1475,1,30,1
0.795828581,2423,1,30,1
0.804559708,1434,1,30,1
0.815205336,0,1,30,1
0.825566053,1110,1,30,1
0.835301638,0,1,30,1
0.842977285,1399,1,30,1
0.850640059,0,1,30,1
0.865903139,1509,1,30,1
0.874689817,0,1,30,1
0.882832289,1314,1,30,1
0.895722151,0,1,30,1
0.899708271,1105,1,30,1
0.914510965,0,1,30,1
0.918030024,1473,1,30,1
0.932207823,560,1,30,1
0.942547798,1391,1,30,1
0.948932409,0,1,30,1
0.965295315,1382,1,30,1
0.975301266,76,1,30,1
0.985301256,1342,1,30,1
0.995401144,0,1,30,1
0.996400356,1376,1,30,1
1.006407022,0,1,30,1
1.021218061,1366,1,30,1
1.033627987,0,1,30,1
1.046024084,1357,1,30,1
1.056037426,0,1,30,1
1.065630674,1351,1,30,1
1.075984478,0,1,30,1
1.084451437,1328,1,30,1
1.095715284,0,1,30,1
1.102335691,1266,1,30,1
1.11538744,0,1,30,1
1.125396967,1261,1,30,1
1.134108782,0,1,30,1
1.141947508,1244,1,30,1
1.150384426,0,1,30,1
1.165055037,1279,1,30,1
1.173228979,0,1,30,1
1.186214685,1250,1,30,1
1.195724726,0,1,30,1
1.202124357,1232,1,30,1
1.215017319,0,1,30,1
1.225575447,1216,1,30,1
1.232962132,0,1,30,1
1.242076874,1201,1,30,1
1.249167919,0,1,30,1
1.26573348,1194,1,30,1
1.275189638,0,1,30,1
1.28538847,1167,1,30,1
1.295508146,0,1,30,1
1.305631161,1155,1,30,1
1.315443754,455,1,30,1
1.325315237,1139,1,30,1
1.335243225,0,1,30,1
1.341330051,1276,1,30,1
1.356194973,0,1,30,1
1.364329576,1424,1,30,1
1.370633364,0,1,30,1
1.385700464,1122,1,30,1
1.389280558,0,1,30,1
1.403506517,1767,1,30,1
1.415509224,0,1,30,1
1.424453974,1808,1,30,1
1.433157206,0,1,30,1
1.441194534,1691,1,30,1
1.449294567,0,1,30,1
1.465786934,1808,1,30,1
1.473816872,0,1,30,1
1.482577562,1575,1,30,1
1.495681047,494,1,30,1
1.502340794,1360,1,30,1
1.515892267,959,1,30,1
1.525481224,1264,1,30,1
1.533887386,0,1,30,1
1.542836666,979,1,30,1
1.555210829,965,1,30,1
1.56536746,1046,1,30,1
1.57595849,0,1,30,1
1.585147619,1104,1,30,1
1.596018791,0,1,30,1
1.601177216,1040,1,30,1
1.615792513,0,1,30,1
1.624822378,1017,1,30,1
1.632446051,0,1,30,1
1.640464067,986,1,30,1
1.650358677,0,1,30,1
1.666031837,1041,1,30,1
1.671646595,0,1,30,1
1.685417414,1022,1,30,1
1.694573164,0,1,30,1
1.700725794,926,1,30,1
1.715226412,0,1,30,1
1.724279881,941,1,30,1
1.736010075,0,1,30,1
1.740367174,927,1,30,1
1.754653454,0,1,30,1
1.765324354,912,1,30,1
1.770376682,0,1,30,1
1.785913229,912,1,30,1
1.785913229,2610,1,30,1
1.804051161,884,1,30,1
1.81561327,0,1,30,1
1.824759483,910,1,30,1
1.835395098,0,1,30,1
1.841104031,897,1,30,1
1.85557127,797,1,30,1
1.865939856,870,1,30,1
1.870784044,2480,1,30,1
1.885173321,874,1,30,1
1.894570112,0,1,30,1
1.902281284,843,1,30,1
1.915835857,0,1,30,1
1.924669981,849,1,30,1
1.935820818,2512,1,30,1
1.945391893,829,1,30,1
1.955910921,2634,1,30,1
1.965367079,848,1,30,1
1.975200415,2640,1,30,1
