Timestamp,EMG Value,massage_speed,massage_duration,relaxment_level
0.0009965896606445312,0,1.0,30.0,1.0
0.012097358703613281,0,1.0,30.0,1.0
0.023349285125732422,0,1.0,30.0,1.0
0.024338722229003906,0,1.0,30.0,1.0
0.035622596740722656,0,1.0,30.0,1.0
0.04564189910888672,0,1.0,30.0,1.0
0.05564093589782715,0,1.0,30.0,1.0
0.06564116477966309,0,1.0,30.0,1.0
0.07564163208007812,0,1.0,30.0,1.0
0.08564186096191406,0,1.0,30.0,1.0
0.0956418514251709,0,1.0,30.0,1.0
0.10564160346984863,0,1.0,30.0,1.0
0.11564135551452637,0,1.0,30.0,1.0
0.1256420612335205,0,1.0,30.0,1.0
0.13564085960388184,0,1.0,30.0,1.0
0.14729094505310059,0,1.0,30.0,1.0
0.16344690322875977,0,1.0,30.0,1.0
0.1734752655029297,0,1.0,30.0,1.0
0.18346238136291504,0,1.0,30.0,1.0
0.19345903396606445,0,1.0,30.0,1.0
0.1945958137512207,0,1.0,30.0,1.0
0.2126750946044922,0,1.0,30.0,1.0
0.22107934951782227,0,1.0,30.0,1.0
0.22908782958984375,0,1.0,30.0,1.0
0.23623991012573242,0,1.0,30.0,1.0
0.25287914276123047,0,1.0,30.0,1.0
0.26291513442993164,0,1.0,30.0,1.0
0.27348875999450684,0,1.0,30.0,1.0
0.2797424793243408,0,1.0,30.0,1.0
0.28975749015808105,0,1.0,30.0,1.0
0.2997462749481201,0,1.0,30.0,1.0
0.3097527027130127,0,1.0,30.0,1.0
0.32341670989990234,0,1.0,30.0,1.0
0.33342981338500977,0,1.0,30.0,1.0
0.3434407711029053,0,1.0,30.0,1.0
0.35346007347106934,0,1.0,30.0,1.0
0.35445737838745117,0,1.0,30.0,1.0
0.36446428298950195,0,1.0,30.0,1.0
0.3744649887084961,0,1.0,30.0,1.0
0.38446497917175293,0,1.0,30.0,1.0
0.3944671154022217,0,1.0,30.0,1.0
0.4044649600982666,0,1.0,30.0,1.0
0.41446495056152344,0,1.0,30.0,1.0
0.43265700340270996,0,1.0,30.0,1.0
0.4368782043457031,0,1.0,30.0,1.0
0.45285606384277344,0,1.0,30.0,1.0
0.4628446102142334,0,1.0,30.0,1.0
0.4695322513580322,0,1.0,30.0,1.0
0.47956371307373047,0,1.0,30.0,1.0
0.49344635009765625,0,1.0,30.0,1.0
0.5034611225128174,0,1.0,30.0,1.0
0.5135583877563477,0,1.0,30.0,1.0
0.5145552158355713,0,1.0,30.0,1.0
0.5245652198791504,0,1.0,30.0,1.0
0.534564733505249,0,1.0,30.0,1.0
0.5445652008056641,0,1.0,30.0,1.0
0.5545904636383057,0,1.0,30.0,1.0
0.5645647048950195,0,1.0,30.0,1.0
0.5745692253112793,0,1.0,30.0,1.0
0.5859103202819824,0,1.0,30.0,1.0
0.5968441963195801,0,1.0,30.0,1.0
0.6068446636199951,0,1.0,30.0,1.0
0.6168453693389893,0,1.0,30.0,1.0
0.6268446445465088,0,1.0,30.0,1.0
0.6368460655212402,0,1.0,30.0,1.0
0.6523213386535645,0,1.0,30.0,1.0
0.6618289947509766,0,1.0,30.0,1.0
0.6709268093109131,0,1.0,30.0,1.0
0.6798827648162842,0,1.0,30.0,1.0
0.6865036487579346,0,1.0,30.0,1.0
0.6955370903015137,0,1.0,30.0,1.0
0.7036242485046387,0,1.0,30.0,1.0
0.7192897796630859,0,1.0,30.0,1.0
0.7302474975585938,0,1.0,30.0,1.0
0.7402467727661133,0,1.0,30.0,1.0
0.7534430027008057,0,1.0,30.0,1.0
0.7634561061859131,0,1.0,30.0,1.0
0.7734549045562744,0,1.0,30.0,1.0
0.7835557460784912,0,1.0,30.0,1.0
0.7901899814605713,0,1.0,30.0,1.0
0.8034429550170898,0,1.0,30.0,1.0
0.8134558200836182,0,1.0,30.0,1.0
0.8234555721282959,0,1.0,30.0,1.0
0.8334555625915527,0,1.0,30.0,1.0
0.8434557914733887,0,1.0,30.0,1.0
0.8536341190338135,0,1.0,30.0,1.0
0.8546297550201416,0,1.0,30.0,1.0
0.8732941150665283,0,1.0,30.0,1.0
0.8782413005828857,0,1.0,30.0,1.0
0.8884987831115723,0,1.0,30.0,1.0
0.9034168720245361,0,1.0,30.0,1.0
0.9114432334899902,0,1.0,30.0,1.0
0.9195418357849121,0,1.0,30.0,1.0
0.9305317401885986,0,1.0,30.0,1.0
0.9405324459075928,0,1.0,30.0,1.0
0.952531099319458,0,1.0,30.0,1.0
0.9628794193267822,0,1.0,30.0,1.0
0.9728798866271973,0,1.0,30.0,1.0
0.9828789234161377,0,1.0,30.0,1.0
0.9934463500976562,0,1.0,30.0,1.0
1.0034594535827637,0,1.0,30.0,1.0
1.013458490371704,0,1.0,30.0,1.0
1.0177767276763916,0,1.0,30.0,1.0
1.0277934074401855,0,1.0,30.0,1.0
1.0378265380859375,0,1.0,30.0,1.0
1.0477938652038574,0,1.0,30.0,1.0
1.0578014850616455,0,1.0,30.0,1.0
1.0677940845489502,0,1.0,30.0,1.0
1.082540512084961,0,1.0,30.0,1.0
1.0930609703063965,0,1.0,30.0,1.0
1.1034400463104248,0,1.0,30.0,1.0
1.1130619049072266,0,1.0,30.0,1.0
1.1220452785491943,0,1.0,30.0,1.0
1.1300532817840576,0,1.0,30.0,1.0
1.135312795639038,0,1.0,30.0,1.0
1.1533429622650146,0,1.0,30.0,1.0
1.1633517742156982,0,1.0,30.0,1.0
1.1733558177947998,0,1.0,30.0,1.0
1.1834132671356201,0,1.0,30.0,1.0
1.1867692470550537,0,1.0,30.0,1.0
1.197890043258667,0,1.0,30.0,1.0
1.2079031467437744,0,1.0,30.0,1.0
1.2179031372070312,0,1.0,30.0,1.0
1.2279036045074463,0,1.0,30.0,1.0
1.2379038333892822,0,1.0,30.0,1.0
1.24790358543396,0,1.0,30.0,1.0
1.2579026222229004,0,1.0,30.0,1.0
1.267902135848999,0,1.0,30.0,1.0
1.277902603149414,0,1.0,30.0,1.0
1.293360948562622,0,1.0,30.0,1.0
1.3031349182128906,0,1.0,30.0,1.0
1.30704665184021,0,1.0,30.0,1.0
1.3218843936920166,0,1.0,30.0,1.0
1.3298976421356201,0,1.0,30.0,1.0
1.3370270729064941,0,1.0,30.0,1.0
1.347038745880127,0,1.0,30.0,1.0
1.3570404052734375,0,1.0,30.0,1.0
1.3670387268066406,0,1.0,30.0,1.0
1.3770396709442139,0,1.0,30.0,1.0
